"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","MAC"
"Shiroli B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Shivari B.O","412301","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Someshwarnagar S.O","412306","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Supa S.O (Pune)","412204","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Umbre Navlakh B.O","410507","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Undawadi Supa B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Vadgaon Peer B.O","410510","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Wangani B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Ambade B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Ambeghar B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Amondi B.O","412408","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Baramati S.O","413102","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Beam Wirelee Station B.O","413801","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Bhadas B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Bhigwan S.O","413130","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Bhodani B.O","413103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Bhose B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Bori B.O","413104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Burunjwadi B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Daundaj B.O","412305","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Dhamari B.O","412403","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Dhanore B.O","412105","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Dimbhe Colony S.O","410509","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Gunawadi B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Gunjawane B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Gurholi B.O","412104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Harnas B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Harni B.O","412305","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Jambhori B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Jategaon BK B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Kalashi B.O","413106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Kalyan B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Karandi BK B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Karda B.O","412210","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Karkhel B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Karnawad B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Kendur B.O","412403","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Khadaki B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Khadkumbe(Exptl) B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Khanote B.O","413105","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Khed Shivapur B.O","412205","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Khorochi B.O","413114","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Kiwale B.O","412101","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kolvadi B.O","412412","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Kurwandi B.O","410512","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Kusgaon B.O","412219","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Loni Bhapkar B.O","413110","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Madanwadi B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Madh B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Malad B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Male B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Manappawasti B.O","413110","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Mandave B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Mangaon B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Margasni B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Nandgaon B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Nazare B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Nazare Kade Pathar B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Nimgaon Khed B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Ordanance Dep Talegaon Dabhade S.O","410506","S.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mawal","Pune","MAHARASHTRA","MAC"
"Otur S.O","412409","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pait B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Palu B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Pargaon B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Phulawade B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Pimpalgaon Tarfa Narayangaon B.O","412401","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pimpalwandi S.O (Pune)","412412","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pimpri Pendhar B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Rajuri B.O","412411","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ranjani B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Rihe B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Sadumbre B.O","412109","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Shetphal Haveli B.O","413103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Shindewadi B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Shirapur B.O","413801","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Shirgaon B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Shirgaon B.O","412402","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Shivali B.O","410406","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Surwad B.O","413103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Takawe BK B.O","412106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Taleran B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Tambad B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Tav B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Tekawade B.O","412104","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Telewadi B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Tiwai Hills B.O","410513","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Tokawade B.O","412402","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Uruli Devachi B.O","412308","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Vadeshwar B.O","412106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Vadgaon Ghenanad B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Vadgaon Kashimbeg B.O","410503","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Vadgaon Nimbalkar S.O","412103","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Vadgaon Rasai B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Vadki B.O","412308","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Varodi KH B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Varude B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Velvand B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Vyahali B.O","413120","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Waghapur B.O","412104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Adhale BK B.O","410506","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Alephata B.O","412411","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ambarvet B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Amble B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Amboli B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Bazarwadi B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Bet Narayan Maharaj B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Bhorghar B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Bori Aindi B.O","412202","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Chandoli BK B.O","410503","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Chikhalgaon B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Daund S.O","413801","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Delwadi B.O","412214","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Dhakale B.O","413110","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Dhekalwadi B.O","413104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Donje B.O","411025","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Girawali B.O","412408","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Hivare BK B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Inglun B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ins Shivaji Lonavale S.O","410402","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mawal","Pune","MAHARASHTRA","MAC"
"Jhargadwadi B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Junnar S.O","410502","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Kaldari B.O","412311","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Kamthadi B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Karandi B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Karegaon B.O","410512","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Kari B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Kashing B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Kawtha B.O","412218","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Kazad B.O","413104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Kelawade B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Kesnand B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Khamgaon B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Khandobachi Wadi B.O","412102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Kharoshi B.O","412402","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Khed Shivapur Baug S.O","412205","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kodapur B.O","412212","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Kothale B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Kuran B.O","410511","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Kurungwadi B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Landewadi B.O","410503","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Late B.O","412103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Loni Dhamani S.O","410510","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Malad B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Manjal Asani B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Manjari BK B.O","412307","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Mose BK B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Mose KH B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Nalavane B.O","412410","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Naygaon B.O","412104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Nhavare S.O","412211","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Nhavi B.O","413132","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Nimbut B.O","412102","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Nirvi B.O","412210","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Pandare S.O","413110","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Pangare B.O","412301","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Pargaon Memane B.O","412104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Pargaon Tarfe Ala B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pargaon Tarfe Madh B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pasure B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Ranjangaon Ganpati S.O","412209","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Ranjangaon Sandas B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shiurur","Pune","MAHARASHTRA","MAC"
"Rase B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Ravangaon B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Redni B.O","413114","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Retwadi B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Rohokadi B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"S R P F Daund S.O","413801","S.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Sakore B.O","410515","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Sakori Tarfe Belha B.O","412410","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Sangavi B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Sangrun B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Saygaon B.O","412404","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Shere B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Shind B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Shiroli B K S.O","410511","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Shirur S.O (Pune)","412210","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Songaon B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Tandulwadi B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Thugaon B.O","410512","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Uralgaon B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Vadapuri B.O","413106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Vadebholhai B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Vadgaon Anand B.O","412411","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Vadgaon S.O (Pune)","412106","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Vanpuri B.O","412301","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Vasuli B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Vetale B.O","412404","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Adivare B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Ambale B.O","410507","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Ambi B.O","410507","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Amdabad B.O","412218","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Anjanavale B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Asane B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Babhurdi B.O","412204","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Baramati MIDC S.O","413133","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Bari BK B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Belawade B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Boribyal B.O","413801","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Chas B.O","410515","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Chimbli B.O","412105","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Chincholi B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Dalaj B.O","413132","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Devale B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Dhamani S.O","410508","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Donda B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Ganegaon Khalasa B.O","412209","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Gawadewadi B.O","412405","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
